feature0,feature1,feature2,feature3,feature4,output
0.8483,23.55,-1.200,423.97,2.162,1
0.8195,27.13,-1.137,162.55,3.512,0
0.6841,37.64,-1.331,383.39,0.415,1
0.1246,41.20,-1.046,109.79,4.209,0
0.8810,14.46,-1.925,103.20,1.104,0
0.7211,3.05,-1.946,292.75,4.258,1
0.8205,13.23,-1.256,137.65,2.721,0
0.0187,16.58,-1.650,833.42,3.879,1
0.2618,2.76,-1.665,179.03,4.748,0
0.9094,35.33,-1.197,402.53,4.242,1
0.2299,3.51,-1.570,121.00,3.824,0
0.1322,14.50,-1.959,101.33,2.748,0
0.2210,37.67,-1.563,350.72,0.020,1
0.9242,35.76,-1.252,261.09,4.345,1
0.3254,1.15,-1.232,445.32,4.545,1
0.0202,10.65,-1.793,2029.32,3.463,1
0.7769,31.33,-1.876,275.63,4.559,1
0.1630,16.11,-1.629,109.34,2.556,0
0.1528,30.87,-1.222,659.54,4.194,1
0.1578,26.14,-1.848,231.28,2.539,1
0.5163,31.82,-1.889,104.33,3.356,0
0.3360,17.06,-1.663,102.96,4.545,0
0.1346,33.97,-1.966,189.52,1.927,0
0.3180,14.92,-1.017,382.74,1.178,1
0.5995,34.68,-1.460,372.27,1.841,1
0.6590,6.11,-1.087,160.72,2.337,0
0.6864,41.12,-1.679,267.50,0.222,1
0.3325,29.36,-1.319,140.46,4.292,0
0.7036,19.50,-1.167,113.33,3.835,0
0.8149,40.55,-1.635,3000.53,0.889,1
0.4162,40.93,-1.782,214.69,3.215,1
0.5672,6.98,-1.193,110.04,0.237,0
0.4974,2.16,-1.560,180.91,4.570,0
0.0141,4.50,-1.474,106.22,0.021,0
0.3934,40.76,-1.347,1132.50,1.347,1
0.2576,8.06,-1.358,157.62,1.437,0
0.1603,37.26,-1.011,149.43,0.904,0
0.0602,15.98,-1.228,413.60,3.096,1
0.2796,26.53,-1.426,227.72,0.130,1
0.4460,8.94,-1.583,164.19,2.639,0
0.3991,30.86,-1.048,559.18,2.904,1
0.1896,19.82,-1.499,150.34,4.252,0
0.9504,10.85,-1.878,142.78,4.910,0
0.6353,13.36,-1.642,109.16,4.028,0
0.3994,21.47,-1.038,226.96,3.236,1
0.5968,5.66,-1.157,432.38,2.812,1
0.6045,12.99,-1.099,2196.59,0.134,1
0.4343,25.61,-1.307,21104.23,0.784,1
0.1526,24.22,-1.409,195.57,3.169,0
0.9748,6.85,-1.295,243.95,1.658,1
0.2577,26.10,-1.796,113.11,1.016,0
0.4065,39.64,-1.578,171.30,3.987,0
0.6428,26.76,-1.490,151.14,1.549,0
0.1113,29.82,-1.510,144.02,1.029,0
0.9476,41.05,-1.663,218.70,2.465,1
0.0534,32.27,-1.371,157.53,4.915,0
0.4471,25.83,-1.342,200.68,0.787,0
0.5596,9.09,-1.248,167.17,0.168,0
0.9398,11.79,-1.489,201.98,4.811,0
0.3673,15.69,-1.690,138.68,0.950,0
0.4057,41.00,-1.764,107.47,1.795,0
0.6753,39.37,-1.163,108.33,1.715,0
0.7165,20.65,-1.874,5152.34,3.151,1
0.6658,40.88,-1.736,134.31,1.232,0
0.1534,37.70,-1.887,279.29,2.771,1
0.8545,34.07,-1.934,194.75,2.539,0
0.5543,27.22,-1.350,186.78,2.134,0
0.4892,29.45,-1.674,320.55,4.187,1
0.4677,15.22,-1.528,113.16,4.947,0
0.6396,9.00,-1.656,163.10,4.970,0
0.0544,31.50,-1.287,126.14,0.593,0
0.1826,32.44,-1.633,109.46,1.807,0
0.5844,30.47,-1.640,1818.94,1.700,1
0.4688,40.04,-1.824,270.40,4.025,1
0.0736,1.01,-1.527,5782.91,0.741,1
0.4126,32.93,-1.216,540.27,2.342,1
0.8621,23.23,-1.869,159.66,0.940,0
0.2368,30.03,-1.073,100.39,4.257,0
0.1242,4.01,-1.181,7299.00,4.554,1
0.2750,15.35,-1.097,158.59,3.643,0
0.4317,23.80,-1.372,1003.13,4.309,1
0.5079,2.47,-1.152,170.46,4.367,0
0.4583,37.86,-1.559,121.23,0.578,0
0.8385,6.75,-1.415,318.67,3.974,1
0.7610,14.27,-1.632,287.18,0.513,1
0.1754,40.87,-1.194,161.87,3.502,0
0.7362,31.45,-1.634,144.18,2.630,0
0.9392,18.55,-1.425,515.80,0.513,1
0.3819,41.34,-1.086,218.09,4.091,1
0.5983,39.58,-1.110,140.67,0.521,0
0.3861,33.09,-1.865,108.71,2.779,0
0.7910,19.98,-1.401,102.61,3.151,0
0.3851,18.73,-1.915,2805.92,4.979,1
0.7611,19.57,-1.949,306.05,1.118,1
0.5089,13.02,-1.630,120.34,4.530,0
0.5112,6.19,-1.034,176.50,2.422,0
0.6649,7.62,-1.356,164.56,3.553,0
0.8019,40.65,-1.257,147.61,2.807,0
0.4551,29.59,-1.857,203.93,3.380,1
0.9712,9.67,-1.480,192.84,0.568,0
0.3178,39.03,-1.377,227.69,0.191,1
0.3315,3.37,-1.948,342.69,4.263,1
0.0054,25.57,-1.797,104.34,0.763,0
0.4794,5.67,-1.927,1532.16,3.821,1
0.0403,0.28,-1.474,5853.71,3.024,1
0.3290,15.11,-1.802,286.13,3.397,1
0.4260,32.56,-1.164,112.45,3.935,0
0.6781,38.82,-1.910,131.63,1.940,0
0.8515,2.72,-1.808,141.35,2.231,0
0.0376,24.58,-1.625,882.46,2.857,1
0.5356,18.67,-1.170,100.27,3.549,0
0.6933,36.82,-1.728,8829.06,2.929,1
0.9741,21.79,-1.731,166.88,4.161,0
0.2105,39.26,-1.171,188.70,2.332,0
0.3204,23.56,-1.199,217.03,2.489,1
0.0165,37.98,-1.133,427.62,1.656,1
0.2462,39.03,-1.140,287.95,3.578,1
0.2588,20.80,-1.255,289.63,4.193,1
0.5673,41.81,-1.078,155.65,4.040,0
0.8144,28.95,-1.014,138.24,0.770,0
0.0108,19.33,-1.894,110.13,2.539,0
0.3391,31.62,-1.995,112.89,2.474,0
0.4417,2.28,-1.094,166.12,4.632,0
0.3663,20.43,-1.064,120.20,0.924,0
0.0283,6.79,-1.830,238.18,4.781,1
0.1858,39.91,-1.894,100.56,0.163,0
0.9362,39.37,-1.046,133.21,1.186,0
0.1092,6.73,-1.395,208.23,4.806,1
0.5942,9.84,-1.666,815.05,4.977,1
0.5399,18.64,-1.430,209.82,1.088,1
0.6347,20.66,-1.723,152.00,0.576,0
0.3353,7.20,-1.773,177.88,0.908,0
0.7089,26.05,-1.299,746.23,2.919,1
0.3562,20.61,-1.996,122.95,0.419,0
0.2966,23.19,-1.322,220.32,3.829,1
0.9301,38.43,-1.566,300.43,3.258,1
0.8402,9.89,-1.716,976.17,3.498,1
0.5805,9.04,-1.466,120.82,1.968,0
0.3504,16.63,-1.322,201.22,0.469,0
0.6675,0.53,-1.642,225.08,2.585,1
0.5508,38.21,-1.874,406.90,4.337,1
0.1794,36.04,-1.255,221.04,1.007,1
0.5045,15.40,-1.402,102.96,3.851,0
0.4821,38.58,-1.290,111.80,2.499,0
0.0175,26.47,-1.570,2160.48,4.055,1
0.2810,33.21,-1.614,134.90,3.284,0
0.3329,21.14,-1.949,115.61,1.401,0
0.8310,19.36,-1.856,126.56,1.319,0
0.2626,0.11,-1.389,108.12,0.465,0
0.7341,8.40,-1.933,126.66,4.287,0
0.8742,4.27,-1.673,292.27,4.462,1
0.7245,31.63,-1.032,205.03,1.114,1
0.7373,39.25,-1.416,183.91,4.427,0
0.1337,33.05,-1.135,350.42,2.579,1
0.9934,20.76,-1.781,115.59,0.805,0
0.2570,10.36,-1.795,267.02,0.377,1
0.7488,17.79,-1.407,100.16,1.706,0
0.3747,12.88,-1.714,72025.07,2.180,1
0.4999,40.71,-1.048,181.01,3.961,0
0.5027,23.51,-1.701,360.10,0.500,1
0.1089,41.52,-1.655,1949.10,1.932,1
0.0925,11.81,-1.713,153.35,1.595,0
0.7896,28.61,-1.994,618.75,2.223,1
0.4521,5.04,-1.686,399.72,3.892,1
0.2953,30.42,-1.730,136.71,0.689,0
0.9319,31.94,-1.854,514.18,1.042,1
0.0839,25.35,-1.216,128.61,1.549,0
0.2606,24.84,-1.730,370.83,3.124,1
0.3625,7.29,-1.735,1250.39,2.838,1
0.4426,24.13,-1.210,120.82,4.840,0
0.1757,2.67,-1.718,132.51,0.626,0
0.4590,21.46,-1.589,474.63,1.000,1
0.8192,9.18,-1.635,180.12,2.386,0
0.5420,5.27,-1.152,151.18,2.730,0
0.9622,6.68,-1.867,140.10,3.029,0
0.9284,23.62,-1.437,332.60,0.785,1
0.6948,40.74,-1.580,159.02,1.636,0
0.9110,16.87,-1.929,378.06,2.091,1
0.9393,17.47,-1.323,235.43,0.763,1
0.3850,18.08,-1.574,643.95,4.143,1
0.0607,8.39,-1.019,248.55,4.873,1
0.3898,23.36,-1.031,1256.77,2.642,1
0.2697,15.21,-1.031,450.26,0.471,1
0.8362,10.11,-1.404,247.73,1.516,1
0.3405,8.58,-1.688,153.80,4.546,0
0.4268,4.06,-1.515,100.28,1.240,0
0.9921,13.16,-1.017,517.98,3.228,1
0.9736,7.37,-1.661,116.33,0.773,0
0.8478,4.86,-1.390,178.42,0.762,0
0.9021,19.09,-1.741,460.28,1.795,1
0.4361,23.17,-1.382,132.42,1.179,0
0.7485,40.78,-1.321,577.28,4.967,1
0.1238,24.41,-1.685,172.21,2.930,0
0.1921,19.40,-1.408,111.81,4.178,0
0.9313,10.75,-1.521,252.12,4.219,1
0.4400,27.58,-1.875,110.38,3.949,0
0.8107,17.71,-1.384,492.80,0.550,1
0.1739,2.35,-1.479,103.54,1.233,0
0.4532,41.64,-1.147,342.33,2.542,1
0.3697,3.03,-1.521,8627.15,2.400,1
0.9944,14.73,-1.907,445.13,3.471,1
0.9743,14.73,-1.502,101.38,4.620,0
0.9366,12.83,-1.298,443.64,1.187,1
0.0448,17.36,-1.504,128.60,3.571,0
0.1773,3.55,-1.235,13069.73,0.428,1
0.6658,2.90,-1.929,131.25,3.326,0
0.6062,41.71,-1.974,132.92,0.592,0
0.9159,12.59,-1.169,260.30,3.650,1
0.3005,8.66,-1.319,190.92,3.298,0
0.7785,8.87,-1.404,1619.71,3.069,1
0.8207,37.37,-1.597,122.14,2.828,0
0.1270,26.57,-1.392,270.16,1.218,1
0.5254,40.41,-1.405,190.72,3.313,1
0.4553,31.58,-1.532,139.29,0.751,0
0.6102,26.54,-1.896,894.29,1.361,1
0.6027,34.19,-1.814,215.89,4.666,1
0.8042,31.99,-1.820,100.11,4.425,0
0.3118,4.27,-1.450,102.76,0.331,0
0.2986,28.88,-1.298,371.35,3.141,1
0.5702,31.10,-1.869,235.55,2.858,1
0.6242,22.18,-1.273,500.86,3.109,1
0.5780,2.21,-1.477,3812.19,0.208,1
0.3418,3.84,-1.250,144.09,0.369,0
0.1452,14.57,-1.774,126.80,0.497,0
0.6921,8.64,-1.755,111.24,3.164,0
0.8982,38.89,-1.383,290.80,2.261,1
0.7934,31.76,-1.314,756.92,0.485,1
0.9238,15.95,-1.648,157.33,4.893,0
0.7407,28.01,-1.600,452.52,3.491,1
0.2439,29.08,-1.222,220.44,4.182,1
0.6093,38.75,-1.175,278.85,1.820,1
0.6187,21.33,-1.571,121.22,4.838,0
0.0862,41.20,-1.181,292.48,1.397,1
0.7549,37.62,-1.341,161.99,4.666,0
0.3432,12.83,-1.029,349.83,3.869,1
0.6523,35.33,-1.787,227.46,0.294,1
0.0425,21.45,-1.180,169.87,3.707,0
0.9647,13.43,-1.054,100.70,0.277,0
0.6518,31.60,-1.067,178.53,0.333,0
0.2774,17.64,-1.376,184.11,3.495,0
0.8072,24.49,-1.200,101.69,2.858,0
0.7910,19.83,-1.557,156.40,3.543,0
0.4275,33.01,-1.044,408.85,4.907,1
0.2352,11.11,-1.540,136.03,2.799,0
0.9737,22.71,-1.874,1295.56,0.184,1
0.8749,4.89,-1.968,101.23,3.959,0
0.3086,9.49,-1.101,200.14,4.307,0
0.1786,5.36,-1.177,246.06,0.386,1
0.3962,35.00,-1.428,100.22,3.816,0
0.3366,12.31,-1.926,461.00,2.066,1
0.7775,8.23,-1.203,373.92,0.166,1
0.0905,7.47,-1.716,2450.17,3.431,1
0.7352,17.89,-1.952,100.53,3.953,0
0.7851,20.28,-1.898,337.21,1.723,1
0.0505,9.22,-1.703,118.80,1.239,0
0.7106,19.72,-1.141,257.37,0.939,1
0.6473,9.02,-1.384,245.68,3.808,1
0.4647,35.16,-1.346,292.45,2.019,1
0.4888,32.33,-1.655,115.78,4.848,0
0.5437,7.87,-1.849,118.44,4.805,0
0.2457,13.56,-1.435,110.78,0.159,0
0.7500,28.64,-1.073,320.03,3.007,1
0.3143,25.50,-1.579,138.90,1.573,0
0.3718,14.89,-1.388,110.58,3.999,0
0.1552,5.32,-1.389,2379.05,3.307,1
0.8148,34.78,-1.470,4092.68,3.583,1
0.0010,19.22,-1.451,184.67,0.025,0
0.3155,37.28,-1.304,684.25,4.981,1
0.2142,25.46,-1.863,142.23,2.178,0
0.1871,23.93,-1.026,110.26,0.400,0
0.8324,4.95,-1.688,43076.08,3.929,1
0.3976,26.68,-1.124,128.19,4.613,0
0.6319,6.28,-1.251,148.65,1.483,0
0.0788,26.80,-1.287,108.20,3.653,0
0.7620,35.95,-1.918,111.52,1.872,0
0.2513,12.96,-1.132,221.24,3.830,1
0.2026,10.75,-1.674,132.12,4.115,0
0.8323,33.36,-1.532,163.76,3.932,0
0.8981,2.84,-1.265,2407.01,0.777,1
0.0848,0.73,-1.868,155.21,1.303,0
0.9972,28.20,-1.824,1102.28,3.437,1
0.5590,7.87,-1.682,447.50,4.126,1
0.6424,21.01,-1.806,255.68,2.619,1
0.2640,19.40,-1.280,139.25,1.175,0
0.8065,15.68,-1.137,106.33,1.692,0
0.0659,3.65,-1.509,166.59,1.521,0
0.7584,0.08,-1.779,263.10,4.898,1
0.9093,29.42,-1.232,273.34,2.684,1
0.4947,19.85,-1.230,553.69,2.566,1
0.4588,4.19,-1.864,231.47,2.824,1
0.4171,28.46,-1.952,240.20,4.166,1
0.7136,33.99,-1.485,30831.54,2.175,1
0.3337,22.88,-1.507,124.61,2.808,0
0.3952,22.31,-1.646,325.65,3.850,1
0.5759,22.36,-1.433,742.37,3.210,1
0.7856,28.88,-1.457,237.91,4.553,1
0.3402,4.83,-1.308,377.88,4.943,1
0.8158,4.77,-1.333,1526.54,0.970,1
0.8804,7.28,-1.969,203.40,1.579,0
0.6961,29.94,-1.957,120.38,1.702,0
0.6095,1.34,-1.845,433.82,0.280,1
0.1283,39.12,-1.304,140.22,3.250,0
0.6509,38.06,-1.593,3094.39,0.792,1
0.0654,40.20,-1.690,320.40,4.800,1
0.6535,9.93,-1.604,390.45,3.866,1
0.2380,0.25,-1.775,257.09,2.416,1
0.4105,25.53,-1.186,144.19,4.914,0
0.9641,7.89,-1.669,194.06,0.695,0
0.7871,0.27,-1.689,348.00,0.541,1
0.5251,27.98,-1.947,153.22,2.369,0
0.8455,3.77,-1.249,312.69,4.191,1
0.1240,39.43,-1.697,231.65,4.765,1
0.6798,3.95,-1.952,245.94,3.958,1
0.8529,22.29,-1.046,149.96,1.030,0
0.0504,11.55,-1.854,150.59,4.082,0
0.4525,22.02,-1.866,104.32,3.728,0
0.2927,12.71,-1.502,782.04,3.310,1
0.9592,27.33,-1.145,146.39,4.693,0
0.4003,16.90,-1.393,4831.56,4.333,1
0.6303,41.26,-1.493,102.36,1.895,0
0.5528,40.24,-1.463,146.62,0.476,0
0.1291,5.26,-1.138,163.79,3.917,0
0.4217,27.09,-1.353,125.57,2.713,0
0.6307,24.78,-1.115,150.18,3.289,0
0.2835,17.36,-1.585,641.85,3.513,1
0.8777,12.15,-1.926,290.03,0.210,1
0.5859,41.49,-1.936,382.91,0.641,1
0.8496,32.12,-1.093,122.30,4.820,0
0.1051,8.47,-1.470,1886.84,0.715,1
0.4823,16.48,-1.786,103.57,4.418,0
0.0364,39.35,-1.901,225.02,3.225,1
0.1549,37.29,-1.002,101.02,2.494,0
0.2481,29.30,-1.890,120.30,2.955,0
0.5926,23.03,-1.990,114.50,0.775,0
0.8806,27.57,-1.518,156.72,4.165,0
0.5766,34.55,-1.357,231.88,3.207,1
0.4784,7.70,-1.751,426.70,0.656,1
0.8239,25.48,-1.123,233.14,0.038,1
0.8252,17.87,-1.011,391.94,1.547,1
0.5434,28.38,-1.297,117.07,4.238,0
0.6277,1.10,-1.910,126.81,0.539,0
0.1892,22.02,-1.080,146.48,0.971,0
0.6150,37.05,-1.356,117.38,3.832,0
0.5451,27.56,-1.633,344.86,1.012,1
0.5379,11.47,-1.076,151.71,1.246,0
0.4631,31.62,-1.519,295.09,1.754,1
0.9470,16.38,-1.683,103.09,1.218,0
0.8463,30.42,-1.199,217.09,1.008,1
0.5875,14.15,-1.591,570.41,1.026,1
0.0872,5.88,-1.529,543.87,1.519,1
0.2757,41.74,-1.978,1300.84,1.130,1
0.4142,3.79,-1.673,305.59,2.989,1
0.3453,25.89,-1.896,138.46,4.965,0
0.0232,35.68,-1.524,120.80,2.354,0
0.1970,36.38,-1.095,339.65,2.806,1
0.5335,21.85,-1.976,136.10,0.864,0
0.3171,34.41,-1.935,268.99,3.625,1
0.0398,35.53,-1.757,131.97,3.541,0
0.9089,35.25,-1.483,126.45,4.813,0
0.6763,35.30,-1.039,275.68,0.565,1
0.1936,20.40,-1.728,172.85,4.565,0
0.2816,23.52,-1.560,262.89,2.757,1
0.5784,25.62,-1.272,146.67,0.862,0
0.0733,41.57,-1.119,195.08,1.304,1
0.4879,29.70,-1.738,199.30,2.920,1
0.6047,19.12,-1.252,105.69,3.217,0
0.3159,19.56,-1.689,2598.54,3.469,1
0.0863,19.71,-1.946,162.61,4.448,0
0.9578,13.31,-1.540,3175.09,2.128,1
0.0938,14.56,-1.759,101.28,1.467,0
0.8569,39.32,-1.988,764.17,1.861,1
0.9238,2.15,-1.816,138.17,4.025,0
0.7486,37.63,-1.651,253.35,0.911,1
0.3731,20.70,-1.313,557.92,2.653,1
0.9810,24.89,-1.285,286.12,0.010,1
0.4589,7.54,-1.280,147.03,2.594,0
0.7657,32.63,-1.211,337.72,2.845,1
0.8119,28.22,-1.110,296.13,3.604,1
0.1607,14.24,-1.894,291.53,2.839,1
0.9103,23.87,-1.368,1362.77,4.793,1
0.3844,36.14,-1.476,110.02,0.184,0
0.4927,28.84,-1.571,165.41,3.993,0
0.9245,38.66,-1.872,127.46,3.447,0
0.9314,5.52,-1.238,164.95,3.368,0
0.2424,19.42,-1.851,148.68,4.143,0
0.8564,41.94,-1.808,135.28,2.182,0
0.9456,2.38,-1.624,119.34,1.685,0
0.2110,21.82,-1.868,102.24,3.940,0
0.5227,25.06,-1.410,128.76,4.479,0
0.2675,20.12,-1.083,119.75,0.088,0
0.9207,23.25,-1.502,120.15,4.501,0
0.0409,9.60,-1.817,106.19,0.040,0
0.8325,3.21,-1.560,240.85,2.078,1
0.3545,25.00,-1.466,140.84,0.553,0
0.8903,41.54,-1.360,114.32,1.293,0
0.4241,18.78,-1.231,131.72,4.193,0
0.5105,23.35,-1.642,262.79,4.186,1
0.8718,28.93,-1.506,146.69,1.266,0
0.7739,3.28,-1.092,772.76,2.906,1
0.2117,23.60,-1.106,112.82,3.959,0
0.9538,7.49,-1.925,301.40,3.118,1
0.0006,16.83,-1.581,231.60,1.208,1
0.5371,26.45,-1.123,361.35,1.029,1
0.4385,21.29,-1.433,288.22,3.853,1
0.3454,33.57,-1.516,817.22,0.518,1
0.4626,29.51,-1.652,532.93,4.013,1
0.5926,3.17,-1.832,441.17,0.471,1
0.5024,40.09,-1.105,108.07,0.041,0
0.9865,36.05,-1.317,111.27,0.724,0
0.5541,18.79,-1.423,197.59,2.343,0
0.7476,38.71,-1.769,197.17,0.223,1
0.0808,28.56,-1.524,200213.81,4.541,1
0.2867,35.33,-1.160,340.90,3.405,1
0.2256,34.54,-1.425,188.75,3.602,0
0.2532,4.61,-1.460,114.45,0.242,0
0.7088,12.47,-1.532,174.45,4.401,0
0.3525,39.18,-1.786,107.88,2.362,0
0.6300,25.40,-1.225,141.68,4.878,0
0.2859,8.26,-1.444,168.50,4.644,0
0.7615,40.65,-1.784,125.58,4.015,0
0.0278,38.10,-1.295,164.78,4.356,0
0.1396,27.40,-1.941,165.27,3.979,0
0.4964,19.84,-1.020,183.41,3.338,0
0.1713,25.87,-1.832,925.18,0.280,1
0.1866,21.26,-1.137,1565.66,3.852,1
0.6962,26.87,-1.357,151.01,3.855,0
0.0993,25.60,-1.994,133.68,3.164,0
0.5933,26.60,-1.075,112.33,0.785,0
0.0562,24.21,-1.644,124.45,1.830,0
0.4957,27.21,-1.344,272.78,4.464,1
0.3447,9.24,-1.483,554.86,1.306,1
0.8843,2.88,-1.353,235.54,4.601,1
0.3564,0.01,-1.464,150.02,4.195,0
0.4356,35.76,-1.856,147.10,4.382,0
0.1101,30.46,-1.572,127.70,3.061,0
0.7029,33.87,-1.272,124.09,3.516,0
0.0830,1.40,-1.119,101.14,2.859,0
0.4548,8.92,-1.598,439.89,4.047,1
0.7860,12.21,-1.342,278.34,3.059,1
0.7548,12.63,-1.411,260.33,3.779,1
0.8325,41.85,-1.229,120.32,0.263,0
0.8829,32.97,-1.489,832.27,3.555,1
0.5864,7.29,-1.444,149.95,3.682,0
0.7111,0.80,-1.319,393.00,4.466,1
0.6682,16.81,-1.730,163.31,0.976,0
0.1800,40.55,-1.289,1033.28,0.356,1
0.9111,30.82,-1.063,256.55,1.740,1
0.1082,36.25,-1.689,342.09,3.654,1
0.6638,20.53,-1.672,163.02,2.014,0
0.9986,32.56,-1.234,2185.16,1.032,1
0.4087,22.04,-1.731,122.02,4.412,0
0.6012,20.53,-1.292,418.91,2.433,1
0.4216,36.66,-1.900,396.31,1.685,1
0.3277,2.68,-1.201,115.26,1.570,0
0.9494,14.14,-2.000,4208.23,3.105,1
0.7886,26.31,-1.215,262.48,4.648,1
0.0624,16.68,-1.134,137.59,0.108,0
0.5871,13.73,-1.839,1518.82,2.191,1
0.7967,33.70,-1.598,100.43,4.158,0
0.4509,8.91,-1.519,224.21,1.968,1
0.4095,26.66,-1.607,163.92,3.013,0
0.9347,29.55,-1.212,238.98,0.858,1
0.8928,7.87,-1.156,128.20,3.225,0
0.4526,16.23,-1.857,235.23,4.515,1
0.3500,18.29,-1.569,397.97,4.086,1
0.7217,24.51,-1.865,173.86,4.033,0
0.3152,12.22,-1.120,117.35,0.810,0
0.7488,8.02,-1.630,544.69,1.819,1
0.6435,32.23,-1.550,263.49,4.909,1
0.9829,7.71,-1.765,222.69,4.115,1
0.6487,40.10,-1.911,1070.01,4.624,1
0.9016,4.17,-1.061,114.55,2.302,0
0.7729,28.76,-1.348,715.46,0.490,1
0.0858,16.43,-1.354,120.84,0.273,0
0.2232,22.99,-1.828,182.90,0.379,0
0.2685,14.80,-1.104,277.35,1.866,1
0.7831,26.66,-1.270,111.17,2.503,0
0.1810,6.51,-1.965,139.91,3.064,0
0.9155,38.74,-1.577,130.81,1.164,0
0.5530,18.56,-1.298,847.06,3.374,1
0.4360,19.66,-1.113,179.73,1.584,0
0.8894,29.69,-1.039,186.93,3.283,0
0.4849,32.75,-1.687,103.22,1.777,0
0.7230,41.21,-1.670,370.42,4.022,1
0.4284,19.38,-1.900,133.44,4.505,0
0.7452,39.59,-1.059,209.99,2.029,1
0.2197,2.62,-1.410,232.18,3.265,1
0.3968,26.62,-1.433,126.18,1.625,0
0.8620,15.76,-1.286,301.22,1.556,1
0.2728,15.17,-1.731,107.00,1.816,0
0.0069,41.98,-1.987,224.40,4.434,1
0.6726,30.77,-1.633,570.08,3.843,1
0.6346,3.22,-1.993,143.23,4.255,0
0.2151,2.52,-1.839,433.45,2.904,1
0.8077,28.72,-1.457,2958.65,1.292,1
0.0347,30.13,-1.981,475.40,1.236,1
0.9299,22.39,-1.505,1385.28,3.359,1
0.3570,17.77,-1.303,194.64,4.690,0
0.9191,25.64,-1.416,3952.59,2.224,1
0.4076,22.59,-1.984,104.65,0.835,0
0.5238,2.11,-1.593,149.79,2.198,0
0.5902,12.64,-1.239,2374.99,4.154,1
0.3327,18.41,-1.340,198.22,1.189,0
0.6500,30.76,-1.960,294.80,1.592,1
0.1941,19.86,-1.076,142.28,0.574,0
0.3497,28.37,-1.411,119.60,1.851,0
0.9657,14.41,-1.280,146.67,3.396,0
0.7799,40.83,-1.872,321.50,1.696,1
0.1266,28.93,-1.507,161.55,4.797,0
0.3220,1.57,-1.156,2855.56,0.867,1
0.5286,30.38,-1.862,726.20,2.702,1
0.0065,20.24,-1.818,107.46,0.218,0
0.8415,7.92,-1.222,204.77,4.951,1
0.3694,40.03,-1.863,632.06,0.503,1
0.3226,29.21,-1.653,2440.17,2.475,1
0.2057,37.87,-1.783,348.65,1.980,1
0.8299,25.97,-1.431,190.76,1.171,0
0.9467,25.14,-1.275,114.92,4.180,0
0.3123,32.06,-1.057,262.45,1.751,1
0.8229,34.67,-1.633,145.76,4.856,0
0.7880,9.89,-1.707,123.82,1.507,0
0.8957,14.58,-1.272,128.19,0.211,0
0.4073,12.15,-1.915,210.63,1.324,1
0.3111,19.88,-1.505,868.78,2.924,1
0.0605,38.82,-1.398,120.39,4.951,0
0.3937,36.28,-1.419,374.06,4.618,1
0.0056,38.02,-1.048,11170.06,4.810,1
0.1207,29.16,-1.567,169.60,2.041,0
0.6688,40.60,-1.138,447.44,4.343,1
0.0074,22.27,-1.425,312.99,2.174,1
0.4981,33.70,-1.955,151.28,2.853,0
0.9447,32.16,-1.746,158.35,1.423,0
0.0836,2.96,-1.696,1238.63,0.146,1
0.2550,18.78,-1.702,112.16,0.149,0
0.6181,38.50,-1.833,110.43,4.357,0
0.3942,11.38,-1.274,127.55,0.783,0
0.7278,10.73,-1.002,158.80,2.562,0
0.8171,29.69,-1.488,283.82,4.081,1
0.2285,16.32,-1.023,104.47,2.050,0
0.5288,28.00,-1.953,130.00,2.394,0
0.0456,3.11,-1.221,167.77,1.030,0
0.5510,4.22,-1.524,586.81,1.009,1
0.3829,13.27,-1.884,107.72,0.735,0
0.6990,0.83,-1.736,161.01,1.236,0
0.8577,12.58,-1.242,195.35,1.941,0
0.7641,39.53,-1.968,908.58,3.229,1
0.2742,31.18,-1.965,540.22,0.311,1
0.9721,33.45,-1.717,113.03,4.018,0
0.6385,27.41,-1.930,259.22,2.316,1
0.7776,9.15,-1.167,116.66,4.597,0
0.9856,1.08,-1.159,173.67,2.001,0
0.0067,21.65,-1.745,130.93,4.447,0
0.2964,15.02,-1.945,164.85,4.241,0
0.6748,36.47,-1.085,568.88,1.825,1
0.7982,9.32,-1.366,148.32,0.274,0
0.6169,22.57,-1.818,108.86,2.592,0
0.0166,13.53,-1.827,144.85,2.144,0
0.2693,23.79,-1.532,245.36,4.983,1
0.1794,36.92,-1.919,231.81,4.607,1
0.4254,10.82,-1.978,212.89,0.559,1
0.7338,21.53,-1.435,202.37,2.310,1
0.7499,1.72,-1.946,270.01,4.662,1
0.4701,28.91,-1.816,151.01,4.607,0
0.9429,20.73,-1.772,154.64,4.989,0
0.8436,27.93,-1.684,121.97,1.648,0
0.1647,26.26,-1.293,205.97,2.845,1
0.7264,32.30,-1.455,164.85,3.973,0
0.1302,38.37,-1.408,229.81,4.084,1
0.8310,34.14,-1.838,109.86,0.369,0
0.8914,17.49,-1.678,370.56,0.571,1
0.1274,40.78,-1.315,250.73,3.461,1
0.0009,39.48,-1.457,190.97,2.956,0
0.5983,10.15,-1.403,505.98,1.121,1
0.5081,6.74,-1.492,605.35,2.873,1
0.8573,19.83,-1.604,152.45,0.308,0
0.1052,28.57,-1.485,120.90,1.103,0
0.4078,16.18,-1.926,123.22,0.128,0
0.0257,31.02,-1.430,2179.14,0.351,1
0.3939,5.12,-1.562,181.09,1.545,0
0.7984,3.50,-1.162,114.39,4.740,0
